2023-06-04 11:51:03,1
2023-06-05 14:56:16,1
2023-06-05 19:25:08,1
2023-06-06 08:09:06,0
2023-06-06 08:09:15,1
2023-06-06 08:09:16,0
2023-06-06 08:24:31,0
2023-06-06 08:24:41,0
2023-06-06 08:34:53,1
2023-06-06 08:35:02,1
2023-06-06 08:47:17,0
2023-06-06 08:47:26,0
2023-06-06 08:55:21,0
2023-06-06 08:55:28,0
2023-06-06 09:02:18,1
2023-06-06 09:02:29,1
2023-06-06 10:45:51,0
2023-06-06 10:46:01,0
2023-06-06 10:46:09,0
2023-06-06 10:55:18,0
2023-06-06 10:55:31,0
2023-06-06 10:55:42,0
2023-06-06 11:05:13,0
2023-06-06 11:05:22,0
2023-06-06 11:05:31,0
